id,model,provider,strategy,post,true_sentiment,true_topic,raw_output,pred_sentiment,pred_topic,latency_seconds,error
5,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,"YES RT @mention LoL U r gadgetzilla! Have fun! @mention It's #SXSW Festival time. OMG I'm scared! Got my netbook, #iPad & my droid!",positive,iPad,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.9714368581771851, 0.017506541684269905, 0.011056584306061268], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""iPhone"", ""Android"", ""Other Google product or service"", ""Google"", ""Apple""], ""topic_scores"": [0.890060305595398, 0.08111470192670822, 0.017360324040055275, 0.004420183133333921, 0.0038477692287415266, 0.0017124683363363147, 0.0014843192184343934], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.1107165666665726,
6,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,"bored at #SxSW, try this iphone app: {link}",positive,iPad or iPhone App,"{""sentiment_labels"": [""negative"", ""positive"", ""neutral""], ""sentiment_scores"": [0.9885607361793518, 0.006426987238228321, 0.005012344568967819], ""topic_labels"": [""iPhone"", ""Android"", ""iPad"", ""Apple"", ""iPad or iPhone App"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.6969413161277771, 0.143947571516037, 0.0630338042974472, 0.05868573486804962, 0.02830905094742775, 0.007270995061844587, 0.0018115121638402343], ""sentiment"": ""negative"", ""topic"": ""iPhone""}",negative,iPhone,0.1107165666665726,
7,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,Holler Gram for iPad on the iTunes App Store: {link} via @mention all you #SXSW-sters great App from #MadebyMany - Free,positive,iPad or iPhone App,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.9097453355789185, 0.06693471968173981, 0.023319989442825317], ""topic_labels"": [""Apple"", ""iPad"", ""iPhone"", ""iPad or iPhone App"", ""Android"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.36353009939193726, 0.23954938352108002, 0.19716180860996246, 0.19567258656024933, 0.003039643168449402, 0.0007914737798273563, 0.0002550547360442579], ""sentiment"": ""positive"", ""topic"": ""Apple""}",positive,Apple,0.1107165666665726,
8,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,"All this #sxsw gadget lust is rubbing off on me, I think I want an iPad 2... must escape soon!",positive,iPad,"{""sentiment_labels"": [""negative"", ""positive"", ""neutral""], ""sentiment_scores"": [0.9773638248443604, 0.017719997093081474, 0.004916153848171234], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""iPhone"", ""Other Google product or service"", ""Android"", ""Apple"", ""Google""], ""topic_scores"": [0.5231705904006958, 0.40088951587677, 0.03947129100561142, 0.01640089601278305, 0.011787187308073044, 0.004864094778895378, 0.0034163929522037506], ""sentiment"": ""negative"", ""topic"": ""iPad or iPhone App""}",negative,iPad or iPhone App,0.1107165666665726,
9,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,"#GoogleDoodle #sxsw Google Doodles, simple on the surface, complex and intricate underneath.",positive,Other Google product or service,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.718203067779541, 0.19317534565925598, 0.08862155675888062], ""topic_labels"": [""Google"", ""Android"", ""Other Google product or service"", ""iPad or iPhone App"", ""iPad"", ""iPhone"", ""Apple""], ""topic_scores"": [0.9812356233596802, 0.007385953329503536, 0.00416989903897047, 0.0030729917343705893, 0.0021100137382745743, 0.001267317566089332, 0.0007583100232295692], ""sentiment"": ""positive"", ""topic"": ""Google""}",positive,Google,0.1107165666665726,
10,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,keep up with new on #Japan quake from iPhone at #SXSW - NHK World TV Live {link},positive,iPhone,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.5479801893234253, 0.3500036895275116, 0.10201612114906311], ""topic_labels"": [""iPhone"", ""Apple"", ""iPad or iPhone App"", ""iPad"", ""Other Google product or service"", ""Android"", ""Google""], ""topic_scores"": [0.7818618416786194, 0.14713110029697418, 0.03194944187998772, 0.030862800776958466, 0.004788773600012064, 0.0022539792116731405, 0.001152052078396082], ""sentiment"": ""positive"", ""topic"": ""iPhone""}",positive,iPhone,0.1107165666665726,
11,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,@mention really disappointed with the iPad app - lots of error messages have to switch to tweet deck for the rest of #sxsw,negative,iPad or iPhone App,"{""sentiment_labels"": [""negative"", ""neutral"", ""positive""], ""sentiment_scores"": [0.9757777452468872, 0.015922006219625473, 0.008300252258777618], ""topic_labels"": [""iPad or iPhone App"", ""Android"", ""iPhone"", ""iPad"", ""Apple"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.3599720299243927, 0.23454342782497406, 0.18962807953357697, 0.11887679994106293, 0.0765143409371376, 0.015444486401975155, 0.005020854063332081], ""sentiment"": ""negative"", ""topic"": ""iPad or iPhone App""}",negative,iPad or iPhone App,0.1107165666665726,
12,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,"Overheard at #sxsw interactive: ""Arg! I hate the iphone! I want my blackberry back"" #shocked",negative,iPhone,"{""sentiment_labels"": [""negative"", ""neutral"", ""positive""], ""sentiment_scores"": [0.9544161558151245, 0.03150905296206474, 0.014074861072003841], ""topic_labels"": [""iPad or iPhone App"", ""iPhone"", ""iPad"", ""Apple"", ""Android"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.4540233612060547, 0.4222162663936615, 0.05365535616874695, 0.032959531992673874, 0.024552837014198303, 0.010420751757919788, 0.002171871019527316], ""sentiment"": ""negative"", ""topic"": ""iPad or iPhone App""}",negative,iPad or iPhone App,0.1107165666665726,
13,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,Apple takes bruises from panelists. Not well regarded in sustainability space. Corporate Sustainability Reporting and Transparency. #SXSW,negative,Apple,"{""sentiment_labels"": [""negative"", ""neutral"", ""positive""], ""sentiment_scores"": [0.5278097987174988, 0.3996375799179077, 0.07255258411169052], ""topic_labels"": [""Apple"", ""iPhone"", ""iPad"", ""iPad or iPhone App"", ""Other Google product or service"", ""Android"", ""Google""], ""topic_scores"": [0.6077602505683899, 0.34921008348464966, 0.018317867070436478, 0.01240017544478178, 0.008388527669012547, 0.0020706544164568186, 0.0018525460036471486], ""sentiment"": ""negative"", ""topic"": ""Apple""}",negative,Apple,0.1107165666665726,
14,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,"Okay, fair enough lining up for new tech, but not at the cost of #sxsw... It is so much better than a new iPad... {link}",negative,iPad,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.9894428849220276, 0.005506847519427538, 0.005050279200077057], ""topic_labels"": [""iPad"", ""iPhone"", ""Apple"", ""iPad or iPhone App"", ""Android"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.466200053691864, 0.24943405389785767, 0.08783695846796036, 0.07104867696762085, 0.05794799327850342, 0.05170653760433197, 0.015825742855668068], ""sentiment"": ""positive"", ""topic"": ""iPad""}",positive,iPad,0.1107165666665726,
15,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,People in this Apple store do not...smell great. #sxsw #hereforwork #nottheipad2,negative,Apple,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.9965062141418457, 0.002081539947539568, 0.0014122541761025786], ""topic_labels"": [""Apple"", ""iPhone"", ""iPad or iPhone App"", ""Other Google product or service"", ""iPad"", ""Android"", ""Google""], ""topic_scores"": [0.9271475672721863, 0.04059701785445213, 0.011938775889575481, 0.007188617717474699, 0.00600435771048069, 0.004293412901461124, 0.0028302709106355906], ""sentiment"": ""positive"", ""topic"": ""Apple""}",positive,Apple,0.1107165666665726,
16,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,"L.A.M.E. RT @mention ""...by the law of averages, better than Buzz"" RT @mention ""Google Circles will be ______ "" #sxsw",negative,Other Google product or service,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.6753013730049133, 0.16549333930015564, 0.1592053472995758], ""topic_labels"": [""Google"", ""Other Google product or service"", ""iPad or iPhone App"", ""iPad"", ""Android"", ""iPhone"", ""Apple""], ""topic_scores"": [0.6752514839172363, 0.16371355950832367, 0.06084480509161949, 0.027867311611771584, 0.024875899776816368, 0.024803411215543747, 0.02264358475804329], ""sentiment"": ""positive"", ""topic"": ""Google""}",positive,Google,0.1107165666665726,
17,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,RT @mention Novelty of iPad news apps fades fast among #SXSW delegates - by @mention {link},negative,iPad or iPhone App,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.4730631709098816, 0.39017534255981445, 0.13676150143146515], ""topic_labels"": [""iPhone"", ""iPad"", ""Apple"", ""iPad or iPhone App"", ""Android"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.29170313477516174, 0.2725353240966797, 0.2378193587064743, 0.15148068964481354, 0.038680002093315125, 0.006572010926902294, 0.001209548907354474], ""sentiment"": ""positive"", ""topic"": ""iPhone""}",positive,iPhone,0.1107165666665726,
18,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,Grrr..plancast stuff exported to Google calendar in San Diego/pacific time did not shift to central tme #wack #sxsw,negative,Google,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.45347335934638977, 0.4132189452648163, 0.13330766558647156], ""topic_labels"": [""Other Google product or service"", ""Google"", ""iPad or iPhone App"", ""iPhone"", ""Android"", ""iPad"", ""Apple""], ""topic_scores"": [0.6938029527664185, 0.25000229477882385, 0.023144835606217384, 0.009465387091040611, 0.008496410213410854, 0.007945488207042217, 0.007142511662095785], ""sentiment"": ""positive"", ""topic"": ""Other Google product or service""}",positive,Other Google product or service,0.1107165666665726,
19,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,RT @mention Nothing says DOUCHE CAKE like walking around with a IPAD like it's an Iphone #sxsw,negative,iPad,"{""sentiment_labels"": [""neutral"", ""negative"", ""positive""], ""sentiment_scores"": [0.43762290477752686, 0.30930301547050476, 0.253074049949646], ""topic_labels"": [""iPad or iPhone App"", ""iPhone"", ""iPad"", ""Apple"", ""Android"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.8243427872657776, 0.08937297016382217, 0.05200531706213951, 0.01330617256462574, 0.009732833132147789, 0.009151706472039223, 0.002088249195367098], ""sentiment"": ""neutral"", ""topic"": ""iPad or iPhone App""}",neutral,iPad or iPhone App,0.1107165666665726,
20,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,Auntie's voxpop of popular #sxsw apps is worth a watch: {link} Not many Android phones on view.,negative,Android,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.9498054385185242, 0.027007747441530228, 0.023186825215816498], ""topic_labels"": [""iPad or iPhone App"", ""iPhone"", ""Android"", ""iPad"", ""Other Google product or service"", ""Google"", ""Apple""], ""topic_scores"": [0.5031884908676147, 0.28528860211372375, 0.10651631653308868, 0.05079984664916992, 0.03388692066073418, 0.012365274131298065, 0.007954471744596958], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.1107165666665726,
21,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,@mention You can get an iPad 1 for under $350 now. And they'll be $99 before you know it. Look at iPhone. #newsapps #sxsw,neutral,iPad,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.6688644886016846, 0.23678581416606903, 0.09434971958398819], ""topic_labels"": [""Android"", ""iPad or iPhone App"", ""Apple"", ""iPad"", ""iPhone"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.4597598910331726, 0.16055819392204285, 0.14929823577404022, 0.11256945878267288, 0.10682065039873123, 0.008648816496133804, 0.0023448371794074774], ""sentiment"": ""positive"", ""topic"": ""Android""}",positive,Android,0.1107165666665726,
22,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,"On the couch with iPad propped on my gut full of breakfast tacos. A dangerous position for inertia. What's happening tonight, #SXSW friends?",neutral,iPad,"{""sentiment_labels"": [""negative"", ""neutral"", ""positive""], ""sentiment_scores"": [0.9061465263366699, 0.05952515825629234, 0.03432831913232803], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""iPhone"", ""Other Google product or service"", ""Apple"", ""Android"", ""Google""], ""topic_scores"": [0.3518814146518707, 0.20579078793525696, 0.19401730597019196, 0.111961230635643, 0.0632910281419754, 0.04002678394317627, 0.03303135931491852], ""sentiment"": ""negative"", ""topic"": ""iPad or iPhone App""}",negative,iPad or iPhone App,0.1107165666665726,
23,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,Is music happening at #SXSW or is it just a lamewad promo fest for #zappos #Apple #Samsung etc. ????,neutral,Apple,"{""sentiment_labels"": [""negative"", ""positive"", ""neutral""], ""sentiment_scores"": [0.9448749423027039, 0.0467088483273983, 0.008416214026510715], ""topic_labels"": [""Apple"", ""iPad or iPhone App"", ""Other Google product or service"", ""iPhone"", ""iPad"", ""Android"", ""Google""], ""topic_scores"": [0.46550482511520386, 0.2428758293390274, 0.11580003052949905, 0.07279688119888306, 0.04610709846019745, 0.034859102219343185, 0.022056227549910545], ""sentiment"": ""negative"", ""topic"": ""Apple""}",negative,Apple,0.1107165666665726,
24,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link} by @mention #app,neutral,iPad or iPhone App,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.5037702918052673, 0.3630441427230835, 0.13318556547164917], ""topic_labels"": [""iPhone"", ""iPad"", ""Apple"", ""iPad or iPhone App"", ""Android"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.7905596494674683, 0.148294135928154, 0.030455581843852997, 0.014249061234295368, 0.014082923531532288, 0.0019657164812088013, 0.00039297094917856157], ""sentiment"": ""positive"", ""topic"": ""iPhone""}",positive,iPhone,0.1107165666665726,
25,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,"Check out iPad Design Headaches (2 Tablets, Call in the Morning) at SXSW. {link} #SXSW #tapworthy",neutral,iPad,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.4594074487686157, 0.40825769305229187, 0.1323348879814148], ""topic_labels"": [""iPad"", ""iPhone"", ""Android"", ""Apple"", ""iPad or iPhone App"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.35915112495422363, 0.3362903296947479, 0.15927259624004364, 0.10198105871677399, 0.04251723363995552, 0.0005570961511693895, 0.00023060067906044424], ""sentiment"": ""positive"", ""topic"": ""iPad""}",positive,iPad,0.1107165666665726,
26,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,Looks like I was an hour late for getting an ipad. #SXSW #sadpanda,neutral,iPad,"{""sentiment_labels"": [""negative"", ""positive"", ""neutral""], ""sentiment_scores"": [0.38611117005348206, 0.3500554859638214, 0.26383331418037415], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""iPhone"", ""Android"", ""Apple"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.31625524163246155, 0.23736020922660828, 0.17931433022022247, 0.1328091025352478, 0.10671360790729523, 0.020798299461603165, 0.0067491983063519], ""sentiment"": ""negative"", ""topic"": ""iPad or iPhone App""}",negative,iPad or iPhone App,0.1107165666665726,
27,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,"Saw a company today ready to launch, sounds a lot like Google Circles, but with actual personal privacy www.mycube.com #sxsw",neutral,Other Google product or service,"{""sentiment_labels"": [""neutral"", ""positive"", ""negative""], ""sentiment_scores"": [0.9652767181396484, 0.017618203535676003, 0.01710505411028862], ""topic_labels"": [""Other Google product or service"", ""Google"", ""Android"", ""iPhone"", ""iPad or iPhone App"", ""iPad"", ""Apple""], ""topic_scores"": [0.36293888092041016, 0.2991417944431305, 0.1347709745168686, 0.07739854604005814, 0.069793701171875, 0.03814604505896568, 0.017810065299272537], ""sentiment"": ""neutral"", ""topic"": ""Other Google product or service""}",neutral,Other Google product or service,0.1107165666665726,
28,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,Google (tries again) to launch a new social network called Circles: {link} #sxsw,neutral,Google,"{""sentiment_labels"": [""negative"", ""positive"", ""neutral""], ""sentiment_scores"": [0.42528918385505676, 0.40513959527015686, 0.16957122087478638], ""topic_labels"": [""Google"", ""Other Google product or service"", ""iPad or iPhone App"", ""Android"", ""iPhone"", ""iPad"", ""Apple""], ""topic_scores"": [0.47874465584754944, 0.28990691900253296, 0.08328856527805328, 0.05889138579368591, 0.03901461511850357, 0.02599206380546093, 0.024161748588085175], ""sentiment"": ""negative"", ""topic"": ""Google""}",negative,Google,0.1107165666665726,
29,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,"All the posts from #sxsw are making me jealous. BTW #sxsw auto corrects as ass's on the iPad. No joke, check it.",neutral,iPad,"{""sentiment_labels"": [""negative"", ""positive"", ""neutral""], ""sentiment_scores"": [0.8195578455924988, 0.1588846892118454, 0.02155749313533306], ""topic_labels"": [""iPad"", ""iPad or iPhone App"", ""Other Google product or service"", ""iPhone"", ""Apple"", ""Android"", ""Google""], ""topic_scores"": [0.8757929801940918, 0.08738885074853897, 0.012179574929177761, 0.01063358411192894, 0.005488797556608915, 0.004451880697160959, 0.004064325708895922], ""sentiment"": ""negative"", ""topic"": ""iPad""}",negative,iPad,0.1107165666665726,
30,typeform/distilbert-base-uncased-mnli,hf_local,zero_shot,"RT @mention In iPad Design Headaches: Take Two Tablets, Call Me in the AM panel - excited to hear @mention live! #sxsw",neutral,iPad,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.5753816962242126, 0.2622153162956238, 0.16240297257900238], ""topic_labels"": [""iPhone"", ""iPad"", ""Apple"", ""Android"", ""iPad or iPhone App"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.3579874634742737, 0.31172510981559753, 0.2548051178455353, 0.04875219613313675, 0.02581045590341091, 0.0006815269589424133, 0.00023810961283743382], ""sentiment"": ""positive"", ""topic"": ""iPhone""}",positive,iPhone,0.1107165666665726,
1,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,This dude next to me is holding and using an iPad 2 like it's a trophy. #sxsw #lookingforwardtothemusicfest,positive,iPad,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.48597538471221924, 0.3369641602039337, 0.17706049978733063], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""iPhone"", ""Apple"", ""Android"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.3526676297187805, 0.19712434709072113, 0.12648044526576996, 0.11383435875177383, 0.11266699433326721, 0.06876776367425919, 0.028458500280976295], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.0753053028000673,
2,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,RT @mention I hope everyone has an awesome weekend at #SXSW! I know @mention is giving away some great Apple prizes.,positive,Apple,"{""sentiment_labels"": [""positive"", ""negative"", ""neutral""], ""sentiment_scores"": [0.6219644546508789, 0.20873627066612244, 0.1692992001771927], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""iPhone"", ""Apple"", ""Other Google product or service"", ""Google"", ""Android""], ""topic_scores"": [0.2052973359823227, 0.17691315710544586, 0.16894128918647766, 0.14442981779575348, 0.12622317671775818, 0.09169402718544006, 0.08650123327970505], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.0753053028000673,
3,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,RT @mention line moving fast! Rt @mention have seen two impressive lines since I'm at #SXSW the one at the Apple Store & @mention party now,positive,Apple,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.7654064893722534, 0.13008582592010498, 0.10450765490531921], ""topic_labels"": [""iPad or iPhone App"", ""Apple"", ""iPhone"", ""iPad"", ""Other Google product or service"", ""Google"", ""Android""], ""topic_scores"": [0.20249268412590027, 0.18108895421028137, 0.17612506449222565, 0.1474909782409668, 0.11648513376712799, 0.0970025584101677, 0.07931464910507202], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.0753053028000673,
4,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,Last minute flight change to #sxsw means I can pick up an iPad 2 before I leave! #fb,positive,iPad,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.38827523589134216, 0.34163692593574524, 0.2700878977775574], ""topic_labels"": [""iPad or iPhone App"", ""Android"", ""iPhone"", ""iPad"", ""Apple"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.17780043184757233, 0.14956246316432953, 0.14351017773151398, 0.14296896755695343, 0.13766184449195862, 0.13154204189777374, 0.1169540211558342], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.0753053028000673,
5,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,"YES RT @mention LoL U r gadgetzilla! Have fun! @mention It's #SXSW Festival time. OMG I'm scared! Got my netbook, #iPad & my droid!",positive,iPad,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.7447236776351929, 0.16503578424453735, 0.09024050086736679], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""iPhone"", ""Android"", ""Other Google product or service"", ""Google"", ""Apple""], ""topic_scores"": [0.45931002497673035, 0.15954920649528503, 0.13648350536823273, 0.07805407792329788, 0.06696368753910065, 0.05380815267562866, 0.04583139345049858], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.0753053028000673,
6,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,"bored at #SxSW, try this iphone app: {link}",positive,iPad or iPhone App,"{""sentiment_labels"": [""negative"", ""neutral"", ""positive""], ""sentiment_scores"": [0.46780452132225037, 0.3432144224643707, 0.1889810860157013], ""topic_labels"": [""iPad or iPhone App"", ""Android"", ""iPad"", ""Other Google product or service"", ""Apple"", ""iPhone"", ""Google""], ""topic_scores"": [0.2644658088684082, 0.1593857854604721, 0.1469854712486267, 0.13931860029697418, 0.1273149698972702, 0.12018794566392899, 0.0423414520919323], ""sentiment"": ""negative"", ""topic"": ""iPad or iPhone App""}",negative,iPad or iPhone App,0.0753053028000673,
7,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,Holler Gram for iPad on the iTunes App Store: {link} via @mention all you #SXSW-sters great App from #MadebyMany - Free,positive,iPad or iPhone App,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.7374569773674011, 0.17820176482200623, 0.08434120565652847], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""iPhone"", ""Apple"", ""Other Google product or service"", ""Android"", ""Google""], ""topic_scores"": [0.47883254289627075, 0.21276023983955383, 0.1251285821199417, 0.07340369373559952, 0.04529581218957901, 0.042204294353723526, 0.022374872118234634], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.0753053028000673,
8,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,"All this #sxsw gadget lust is rubbing off on me, I think I want an iPad 2... must escape soon!",positive,iPad,"{""sentiment_labels"": [""negative"", ""positive"", ""neutral""], ""sentiment_scores"": [0.6749973893165588, 0.2775926887989044, 0.04740995168685913], ""topic_labels"": [""Android"", ""Apple"", ""iPad"", ""iPhone"", ""iPad or iPhone App"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.36664173007011414, 0.21473893523216248, 0.18204085528850555, 0.12435705214738846, 0.07014185190200806, 0.029187951236963272, 0.012891638092696667], ""sentiment"": ""negative"", ""topic"": ""Android""}",negative,Android,0.0753053028000673,
9,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,"#GoogleDoodle #sxsw Google Doodles, simple on the surface, complex and intricate underneath.",positive,Other Google product or service,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.679459273815155, 0.16852432489395142, 0.15201640129089355], ""topic_labels"": [""Google"", ""Other Google product or service"", ""iPad or iPhone App"", ""Android"", ""iPhone"", ""iPad"", ""Apple""], ""topic_scores"": [0.2981269657611847, 0.18270719051361084, 0.14952059090137482, 0.14835117757320404, 0.1076662689447403, 0.08287671208381653, 0.030751120299100876], ""sentiment"": ""positive"", ""topic"": ""Google""}",positive,Google,0.0753053028000673,
10,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,keep up with new on #Japan quake from iPhone at #SXSW - NHK World TV Live {link},positive,iPhone,"{""sentiment_labels"": [""positive"", ""neutral"", ""negative""], ""sentiment_scores"": [0.425604909658432, 0.29963061213493347, 0.2747645080089569], ""topic_labels"": [""iPad or iPhone App"", ""Apple"", ""iPhone"", ""Android"", ""Other Google product or service"", ""iPad"", ""Google""], ""topic_scores"": [0.22937853634357452, 0.2151908278465271, 0.1960226148366928, 0.12572920322418213, 0.11926957219839096, 0.08831502497196198, 0.026094188913702965], ""sentiment"": ""positive"", ""topic"": ""iPad or iPhone App""}",positive,iPad or iPhone App,0.0753053028000673,
11,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,@mention really disappointed with the iPad app - lots of error messages have to switch to tweet deck for the rest of #sxsw,negative,iPad or iPhone App,"{""sentiment_labels"": [""negative"", ""neutral"", ""positive""], ""sentiment_scores"": [0.4133937358856201, 0.37522703409194946, 0.21137920022010803], ""topic_labels"": [""iPad or iPhone App"", ""Android"", ""iPad"", ""Apple"", ""iPhone"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.21256090700626373, 0.175588920712471, 0.14989353716373444, 0.14725932478904724, 0.12806856632232666, 0.10768775641918182, 0.07894090563058853], ""sentiment"": ""negative"", ""topic"": ""iPad or iPhone App""}",negative,iPad or iPhone App,0.0753053028000673,
12,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,"Overheard at #sxsw interactive: ""Arg! I hate the iphone! I want my blackberry back"" #shocked",negative,iPhone,"{""sentiment_labels"": [""neutral"", ""negative"", ""positive""], ""sentiment_scores"": [0.43949243426322937, 0.385226309299469, 0.17528127133846283], ""topic_labels"": [""iPad or iPhone App"", ""iPad"", ""Android"", ""Apple"", ""iPhone"", ""Other Google product or service"", ""Google""], ""topic_scores"": [0.3998640775680542, 0.15612952411174774, 0.13120196759700775, 0.10399479418992996, 0.09670057892799377, 0.0712284967303276, 0.04088051617145538], ""sentiment"": ""neutral"", ""topic"": ""iPad or iPhone App""}",neutral,iPad or iPhone App,0.0753053028000673,
13,typeform/distilbert-base-uncased-mnli,hf_local,few_shot,Apple takes bruises from panelists. Not well regarded in sustainability space. Corporate Sustainability Reporting and Transparency. #SXSW,negative,Apple,"{""sentiment_labels"": [""neutral"", ""negative"", ""positive""], ""sentiment_scores"": [0.403251051902771, 0.3815363347530365, 0.2152126282453537], ""topic_labels"": [""Apple"", ""iPad or iPhone App"", ""Other Google product or service"", ""iPhone"", ""iPad"", ""Google"", ""Android""], ""topic_scores"": [0.30710238218307495, 0.16377554833889008, 0.1495925486087799, 0.14115016162395477, 0.11028555780649185, 0.09961788356304169, 0.028475966304540634], ""sentiment"": ""neutral"", ""topic"": ""Apple""}",neutral,Apple,0.0753053028000673,
